
   97.6971664      -1.57079399       4.92576277E-03   1.50638461       35.7456245      -3.08083248       1.81721170E-02  -1.63663542       492.722992      -1.57078803       1.64144754E-03  -1.56907666    
   31188.5254       3.25917354E-05  -1.56918526      -1.96531791E-09  -2.55856466      -9.34418276E-05   5.78875637       4.41973214E-08   157296.438       1.52244393E-04  0.524041653       6.12067064E-09
  -1.26964092      -3.51409824E-07   31679.6270       3.33542739E-05  -26.6568394      -1.73655432E-02  -159318.500      -1.56708949E-04  -5.02063227       2.43247484E-07  -9.35974121E-02   8.11294765E-09
  -2.25757599       8.82148743E-06  -3.07092667      -1.31714341E-05   358272.250       218.249924       11.6411972       6.39081009E-06  -41.2959137      -1.71010196E-02  -3.66287231E-02   4.67032169E-06
   2.48066711       1.04842820E-06  -156702.344      -1.51142594E-04   73.5672531       4.38144542E-02   843210.438       7.04029459E-04   9.62328911       3.54548683E-06  -4.43663120      -2.86027344E-08
   154761.328       1.50407257E-04  -2.99752712      -2.53477623E-07  -50.9563637      -2.40824390E-02   10.1507015       9.23927416E-07   836391.188       6.98543910E-04   4.78581524       8.95772256E-09
  0.253582478       1.10104157E-08 -0.392268121       7.71259394E-08  -2.52582431      -1.99180911E-03  -2.49843025      -2.39900459E-07   3.75531507       6.65494753E-08   35.5942726      -1.57338942E-09
   17540.2051      -1.55334747       1.24026263       1.77935719       130935.406      -2.79283190       5.49074554      -1.09863758       81671.8281      -1.55289495      0.113589846       1.40880263    
   46796.1992       567.357483      -2.47279453      -4.06976007E-02  -1.73427224      0.215574831       9.89069366      0.186527416       223617.812       2689.34912      -5.03203869E-02  -1.89204619E-03
  -1.97811794      -3.32082398E-02   47380.7031       574.050476      -18.2406559      -5.64142370      -226294.453      -2722.36353      -8.13108540     -0.151338562      -2.57450819      -3.57486308E-02
  -2.57735062       9.13179070E-02   1.06318569       4.91098985E-02   257027.234       64028.0703      -8.16825962     -0.181105241      -34.9562683      -4.58885288      -5.93962669E-02   3.36374878E-03
   3.02258301       7.95867592E-02  -225490.203      -2709.37891       39.4333420       11.1843367       1136559.12       12848.8691       12.3827057      0.358370125       6.56561565      0.168143630    
   223111.594       2680.70215      -4.08344650      -9.92266908E-02  -36.6421547      -5.99554396       15.6927147      0.440006435       1126752.75       12706.8945       2.21895313      -8.95980559E-03
 -0.207908556      -3.02249659E-03  -2.56126714      -3.83087471E-02  -2.16349030     -0.777267814       6.76148748      0.181634158       1.81210005      -1.43531477E-02   36.2247543       1.91340412E-04
   11995.2129      -1.11308241       7.34735250       2.92206097       307862.812      -2.49603510       34.0097656      -8.81269649E-02   37922.0547     -0.881157100       1.28209496       1.61753452    
   53145.4883       29795.6328      -2.76363945      -2.48404312      -2.27538681      0.387031555       11.0022449       10.9936428       248502.062       135455.500     -0.412036419     -0.421897531    
  -2.14033699      -1.97974873       53701.4453       30055.9492      -7.14877033      -15.8210087      -251204.875      -136869.250      -8.69638443      -8.76633739      -3.97691202      -2.83986425    
  -3.09885216     -0.159142792       5.44068050       4.95969868       157348.969       139487.828      -28.1730728      -23.5956020      -29.8276405      -12.2726250      -8.55832100E-02   8.08049738E-03
   2.16725159       4.43050194      -250188.562      -136148.859       9.23820782       28.0175915       1232308.75       619998.000       8.51572418       19.0943336       12.3237133       12.8611164    
   247864.516       134981.328      -3.51323509      -5.90214205      -28.3581848      -16.1336555       13.0812416       25.4460869       1222135.12       613645.438      0.681777000      -1.91995096    
 -0.598738074     -0.498132735      -4.07255602      -3.03810120      -1.04456139      -2.35220981       13.0545197       13.8432121      0.172038287      -2.26443553       36.6947708      0.219844148    
   118414.305       2.36603761       29.0950127      -2.11552262       252928.516      -2.48524547       128.948837       1.15722907       558213.812       2.27687097       3.94645357      0.908637941    
   28251.2461       64874.5742      -1.20154095      -5.50404787      -2.60498047     -0.753821194       3.82905769       23.3375168       134726.141       277969.469     -0.159007549      -2.04191279    
 -0.787329674      -3.53937483       28637.2539       64995.0234      -1.08463812      -13.6288919      -136528.656      -279569.906      -2.69423962      -15.0119677      -1.97113621      -9.43402767    
  0.204551220      0.488735199       12.2575846       60.4076118       120240.617       113203.594      -46.2254295      -262.927795      -14.5478554      -10.7296314     -0.261289775     -0.237714142    
  -3.86933041      -7.86131477      -136032.797      -277725.438      -7.68045902      -44.5137787       712198.812       1194615.50      -14.5639668      -34.5429573       2.34472752       40.6377678    
   134446.453       276779.562       3.63837147       3.04642463      -22.6612835      -27.8682556      -14.6613579      -14.5013504       706128.062       1185928.12       1.80876446      -9.03255081    
 -0.482643813      -2.87237191      -1.84636307      -9.87253761     -0.495682895      -5.58765173       2.41021800       42.6528015       1.03416479      -12.3521996       36.4137535       3.38402939    
   116885.586       2.49419498       20.4769192      -2.66888928       45714.0586       2.79407549       91.6658707      0.824925542       523728.750       2.35808015       7.56663513      0.175238475    
   16134.7178       57237.3203      -3.30449486       11.2542830       3.91257405       8.11558342       14.8709564      -38.0772095       84861.0156       227576.188      0.278176427      -3.68032908    
  -3.00790644       12.9024048       16631.2148       56337.6250      -13.8166847       42.9156380      -86797.5703      -225586.375      -13.7616701       46.4303093      0.218619943      -11.7734480    
  -6.18707132      -18.4263535      -1.50951231      -2.44633126       124032.039       80558.4922       1.06969357      -16.6261768      -43.8915329      -93.0447464      -3.98842096E-02   5.12859188E-02
   7.34036207      -93.2105255      -86276.4844      -221371.047       55.9615097      -338.553955       507098.844       886425.312       43.1085243      -352.951630      -7.67455530       46.9972649    
   84631.2812       225180.500      -7.56762695       91.2876282       16.8316212       2.78887749       45.9715729      -337.535797       502273.812       895320.312       3.73683548      -15.1945868    
  0.193607196      -4.36569786      0.149620309      -13.3785915      0.241545931      -5.76532841      -6.40747452       54.2224388       4.02211523      -17.5523319       35.1128540       3.38690042    
   53762.9492     -0.340323836       71.2811203      -1.09265995       51329.4102      0.812366128       279.164215       2.10475063       198789.922     -0.320658714       4.33913612     -0.138384983    
   13159.3643       47608.6992      -1.87798417      0.719535291      -3.63057494      -17.5034771       6.93267822       1.02996778       77221.6094       178871.906      0.831405342      -4.16081190    
  -1.85762024       2.54579234       13523.9346       48089.3164      -8.72522259       27.5615597      -78427.8281      -182762.812      -7.32692003       6.42796516       1.51631320      -14.2704773    
  -9.55885220      -43.5286064       12.8069897      -138.941086       130473.000       54330.4883      -52.3260002       467.311676      -31.7708073      -128.759842      0.178395092       1.15636504    
   6.54767895      -24.9284611      -78579.8984      -182445.609       42.3340988      -184.346466       496113.031       693425.750       27.6765099      -82.5644989      -12.2232294       54.9338150    
   77328.8281       178572.297      -6.41558266       21.7923527      -29.4324112      -85.0127182       25.9019432      -68.0667877       493577.375       670953.312       6.21582031      -16.0385590    
  0.740943193      -4.67922115       1.80490911      -14.8296080      0.517264009      -5.39840078      -13.0798683       57.0596237       6.20264578      -17.8950539       35.0484886       2.75254107    
   13279.4707      -2.99631929       468.310669     -0.682359815       19233.6367      -2.43767500       1658.10181       2.57195234       50804.4727      -2.65583205       5.91619110      -3.13035750    
   13215.3672       36344.4180     -0.680324852      -4.07874680      -1.96589077      -4.48444366       1.71065664       16.5980568       80447.5391       128559.859       1.17134261      -4.05189466    
 -0.779738307      -2.32124591       13470.0811       37371.8125      -10.6137400       18.6529293      -81132.6719      -134652.812      -2.63302040      -10.2326469       2.33356357      -15.1914864    
   19.0121193       63.5474129      -48.2642822       413.044281       134822.594       11462.9072       214.753845      -1428.71741       24.5576096       154.280640     -0.701098382      -2.54329300    
   2.87668943       3.44284868      -81298.0156      -134525.922       46.7621841      -101.943672       518627.188       484761.375       9.99566650       19.4082203      -14.8459997       55.5973282    
   80548.5469       128360.938      -2.22773242      -6.77024269      -21.6014385      -22.8370152       5.66081858       31.4049511       518229.469       454096.500       7.47146797      -14.6639843    
  0.980315804      -3.75218225       2.86035872      -15.1055775      0.118377872      -2.76336288      -16.6956024       55.4940071       6.99415684      -13.6941557       35.1818581       2.39686084    
   8071.87939      0.289150804       1185.27271       2.59125710       9574.47656      -1.89101887       4105.45801     -0.405758291       30810.6992      0.630393147       4.79125452      -1.96855938    
   14190.3535       27008.2383     -0.436749458      -4.84052944      -3.05514526       3.42057705      0.790255070       18.3421745       86192.2812       90210.0156       1.34900117      -3.61891317    
 -0.646334589      -3.15617013       14382.3887       28156.4141      -15.4400635       7.06439400      -86581.2812      -96551.4688      -2.04699993      -13.0116787       2.81898117      -14.9533615    
   59.8308640       254.923676      -142.705444       1193.31104       135924.562      -5904.99316       619.438293      -3823.22168       116.028450       706.663940      -2.36910582      -7.05042839    
   2.26267052       8.29369068      -86760.6953      -96257.8359       64.2495728       9.59798717       546976.312       330172.969       7.06114578       36.9910126      -16.1757565       52.0601158    
   86292.0000       89960.6953      -1.18445396      -12.2216845      -26.9338322       20.8266487       1.32880116       47.6744690       547708.625       300572.375       7.98083305      -12.3236332    
   1.21413064      -3.30485058       3.55206203      -14.8602457      0.288574219       2.42437911      -18.7961426       51.8520164       7.66960382      -11.2360334       35.3134384       2.03494930    
   14233.4971       3.03123236       67.1386337      -2.16796470       8370.95996      -2.20893931       211.053650       1.11076999       44309.0859       3.12097573       6.37893343      -2.64708328    
   15258.5820       19896.9199      -1.66249037      -4.61845875      -1.07376385      -5.45711374       4.83933210       19.9231224       91472.4922       62801.0078       1.40885508      -3.13940740    
  -1.75108838      -2.83018208       15365.5879       20801.1465      -22.3603573       11.0267563      -91519.0625      -67693.3281      -5.60724974      -13.5138388       3.15956402      -13.9368801    
  -1.68450451      -29.6024952      -2.07613921       3.73045373       143816.922       8340.37695       19.2742386      -72.6254578      -18.5528221      -85.9919891       7.44400024E-02  0.428453743    
   5.70040464       8.12560368      -91744.3359      -68025.0078       88.4318085      -84.7939377       570200.625       221470.641       18.0730133       40.6184425      -16.9905472       46.6911736    
   91587.3281       62874.9570      -5.31149387      -11.4151802      -18.6510334      -22.8487530       14.9087486       53.2962952       572063.250       198546.391       8.04627228      -10.0078249    
   1.36117017      -3.18406534       3.69947672      -14.2407312      0.370550901      -3.73938775      -18.9675140       47.6945534       8.08236694      -10.0206947       35.3336258       2.17078543    
   1519.02576     -0.259503484       78.3703156     -0.388764739       3618.25049     -0.101135202       741.335022       2.31509829       18919.9141      -2.77894115       3.24623394       2.12671906E-02
   15402.7939       1428.11145       9.12068462       12.4808664      -7.02560854       168.744217      -98.5442047      -190.864655       93431.1875      -17832.0098       1.38867319      -8.30101585    
  -1.05136347      -32.4550552       15611.4258      -2186.04932      -71.7568054      -688.613403      -94396.5625       28055.1914       29.1567707       5.65967369       2.82609272      0.668922126    
  -2.14248323     -0.192290664      -13.2878466      -16.4468136       145751.078       4340.17432       55.9921913       56.3578453      -24.5345268       9.92823124      -2.39732862E-03  -9.37803313E-02
   4.47053814       105.285072      -93326.4062       7110.76855       263.707306       2119.64551       582316.938      -90994.6641      -93.2471085       17.9087811      -15.9466171      -4.09093952    
   92932.4453       4472.03125       28.6241322       24.3099747      -30.8446617       525.717407      -311.286835      -444.082550       581213.188      -55023.0312       7.68554878      -25.7449055    
