
      0    489    912      1
    1  0.3173937E+01 -0.3987700E+00 -0.3755000E+01  0.9822901E+00 -0.1873667E+00  0.0000000E+00  0.2922909E+01
    1  0.3097874E+01 -0.7975400E+00 -0.2155000E+01  0.9822901E+00 -0.1873667E+00  0.0000000E+00  0.2922909E+01
    1  0.3173937E+01 -0.3987700E+00 -0.8555000E+01  0.9822901E+00 -0.1873668E+00  0.0000000E+00  0.2922908E+01
    1  0.3097873E+01 -0.7975399E+00 -0.6955000E+01  0.9822901E+00 -0.1873668E+00  0.0000000E+00  0.2922908E+01
    1  0.2780574E+01 -0.1563573E+01 -0.3755000E+01  0.8358181E+00 -0.5490066E+00  0.0000000E+00  0.3163722E+01
    1  0.2539337E+01 -0.1930837E+01 -0.2155000E+01  0.8358181E+00 -0.5490066E+00  0.0000000E+00  0.3163722E+01
    1  0.2780574E+01 -0.1563573E+01 -0.8555000E+01  0.8358180E+00 -0.5490066E+00  0.0000000E+00  0.3163722E+01
    1  0.2539336E+01 -0.1930837E+01 -0.6955000E+01  0.8358180E+00 -0.5490066E+00  0.0000000E+00  0.3163722E+01
    1  0.1930837E+01 -0.2539337E+01 -0.3755000E+01  0.5490066E+00 -0.8358181E+00  0.0000000E+00  0.3163722E+01
    1  0.1563573E+01 -0.2780574E+01 -0.2155000E+01  0.5490066E+00 -0.8358181E+00  0.0000000E+00  0.3163722E+01
    1  0.1930837E+01 -0.2539336E+01 -0.8555000E+01  0.5490066E+00 -0.8358180E+00  0.0000000E+00  0.3163722E+01
    1  0.1563573E+01 -0.2780574E+01 -0.6955000E+01  0.5490066E+00 -0.8358180E+00  0.0000000E+00  0.3163722E+01
    1  0.7975400E+00 -0.3097874E+01 -0.3755000E+01  0.1873667E+00 -0.9822901E+00  0.0000000E+00  0.2922909E+01
    1  0.3987700E+00 -0.3173937E+01 -0.2155000E+01  0.1873667E+00 -0.9822901E+00  0.0000000E+00  0.2922909E+01
    1  0.7975399E+00 -0.3097873E+01 -0.8555000E+01  0.1873668E+00 -0.9822901E+00  0.0000000E+00  0.2922908E+01
    1  0.3987700E+00 -0.3173937E+01 -0.6955000E+01  0.1873668E+00 -0.9822901E+00  0.0000000E+00  0.2922908E+01
    1 -0.3987700E+00 -0.3173937E+01 -0.3755000E+01 -0.1873667E+00 -0.9822901E+00  0.0000000E+00  0.2922909E+01
    1 -0.7975400E+00 -0.3097874E+01 -0.2155000E+01 -0.1873667E+00 -0.9822901E+00  0.0000000E+00  0.2922909E+01
    1 -0.3987700E+00 -0.3173937E+01 -0.8555000E+01 -0.1873668E+00 -0.9822901E+00  0.0000000E+00  0.2922908E+01
    1 -0.7975399E+00 -0.3097873E+01 -0.6955000E+01 -0.1873668E+00 -0.9822901E+00  0.0000000E+00  0.2922908E+01
    1 -0.1563573E+01 -0.2780574E+01 -0.3755000E+01 -0.5490066E+00 -0.8358181E+00  0.0000000E+00  0.3163722E+01
    1 -0.1930837E+01 -0.2539337E+01 -0.2155000E+01 -0.5490066E+00 -0.8358181E+00  0.0000000E+00  0.3163722E+01
    1 -0.1563573E+01 -0.2780574E+01 -0.8555000E+01 -0.5490066E+00 -0.8358180E+00  0.0000000E+00  0.3163722E+01
