
   54387.2070      -1.57079399       8.48459148       1.57023489       873.399719      -3.13996267       314.765289       1.57027340       1040069.31      -1.57079399       55.8192368       3.14126563    
   8365115.50       1.25547993      -1168.96851       8.82963359E-04  -4.99878228E-02  -7.94177526E-04  -52588.8750       3.17000300E-02   156359248.       23.5792599     -0.135185242       3.37790319E-04
   982.639221      -2.74808914E-03   8365114.50       1.25873971       4.17480171E-02  -2.44204327E-03  -156359088.      -23.5106049      -45783.6484     -0.252723157      0.302025795      -2.31460948E-03
  0.333282471       1.89767568E-04  -1.53881335      -5.15926004E-05   253811.125       23.2570553      -46.4018860       2.85852537E-03  -8.87512207       3.76712787E-03   16097.6660     -0.258886427    
  -385267.219     -0.172524452      -156380176.      -23.5810337       2.41796780       6.28500246E-03   1.23329085E+10   430.719910      -9162122.00      -1.88702607       6.86637878       2.85707443E-04
   156380272.       23.6250477      -377003.625     -0.109020747       5.13281107      -6.45166915E-03   9442049.00       1.94543505       1.23329065E+10   431.384918       3.07617188      -1.72090717E-03
  -4.26435471E-02  -1.31253137E-05  0.292667150      -5.15330157E-06   14611.1973     -0.195430413      -5.61817932      -5.08027915E-05  0.818115234      -3.68795969E-04   185335.938       2.27660383E-03
   222632.406      -1.57059443       63.9527817       1.57085788       5694.19189      -3.13980746       290.351715       1.56880271       5008333.50      -1.57059836       370.775818       3.13528609    
   8376707.00       302.843109      -1200.54919     -0.152208701      -3.30810770E-02  -4.09490243E-03  -50846.1406      -6.27705383       156900128.       6673.99854      -6.01959229E-03  -1.09448936E-03
   1013.74518      0.145639569       8376709.00       302.853424       8.17871094E-02  -1.18825072E-03  -156899888.      -6673.87695      -44009.0508      -6.05544710      0.257283926       1.09532587E-02
  0.335079193      -1.41303230E-03  -1.43651700       1.18587236E-03   253699.797       49.3307037      -46.0757599       1.40476357E-02  -10.9384766       1.55156497E-02   16243.5723      -11.3317833    
  -388328.406      -28.4012775      -156921184.      -6691.88623       1.01172101      -9.03562352E-04   1.23618437E+10   147506.984      -9332214.00      -453.103241       2.91146851       3.38736712E-03
   156921296.       6691.71436      -380058.000      -27.1404896       4.03320265      -5.73413074E-02   9612307.00       400.522614       1.23618386E+10   147497.781       6.04638672       5.70180267E-03
  -9.19780731E-02  -1.38030882E-04  0.402707815      -5.76605453E-05   14783.3564      -7.90614939      -8.03311157       1.97104667E-03  -3.39062500      -1.07770576E-03   185414.547       1.82533884    
   434778.688      -1.56852520       243.053589       1.57688141       8337.58398       3.13827634       4511.03125      -1.56710219       12608354.0      -1.56855023       561.351013       3.12017250    
   8398925.00       5229.84326      -1276.87170      -3.98063040      -1.17187565E-02   1.04371766E-02  -46627.7617      -35.3912659       158107456.       149982.891      -6.23779297E-02   3.33043950E-04
   1089.60400       3.66185188       8398925.00       5229.87109       8.32519606E-02  -3.78390425E-03  -158107424.      -149983.328      -39810.4492      -41.1515350      0.254019976      -1.10144587E-02
  0.347965240       2.84626964E-03  -1.47678208       2.28298333E-04   255517.219       115.474846      -51.7832336       4.74476740E-02  -11.5749512       5.49013242E-02   16749.3008       50.0325623    
  -395099.156      -557.423218      -158128816.      -150216.719       2.85546756      0.114277214       1.24291308E+10   4308089.00      -9725957.00      -11806.2100       16.0614471      0.150560766    
   158128976.       150216.547      -386777.812      -549.842102       6.54101562      0.164498419       10003595.0       11518.3496       1.24291277E+10   4308095.00       6.00683594      0.205463901    
  -3.94535065E-02   1.10096138E-04  0.440241575       1.96479168E-03   15297.5068       71.8551941      -1.80203247       2.86006704E-02  0.689697266      -1.06839454E-02   185511.000       31.2026081    
   550951.625      -1.56218517       550.815979       1.59455800       6735.37646       3.11373758       19096.2051      -1.55141401       20919444.0      -1.56222367       413.824249       3.01956391    
   8413112.00       22548.1309      -1396.77625      -26.7611904      -7.11669847E-02   2.81603057E-02  -38537.2500       410.779541       159541440.       852223.062      -8.20999146E-02   9.61001962E-03
   1211.41858       26.2388344       8413118.00       22548.0898       9.52149555E-03  -6.46111381E-04  -159541280.      -852222.125      -31711.4766       399.754059      0.196316719       8.03601742E-03
  0.267011642      -1.09417050E-03  -1.57734084       2.56150751E-03   256694.672       1597.82104      -52.8658447       7.03644976E-02  -9.17370605      -4.49690707E-02   16956.8613       428.172119    
  -404768.188      -3012.22485      -159562240.      -852877.875      -5.21484327     -0.271661431       1.25334661E+10   32241870.0      -10392349.0      -91435.8828       4.74838257      0.457518458    
   159562480.       852880.500      -396502.094      -2995.56201       6.17968607      0.634356797       10671527.0       90493.9844       1.25334548E+10   32242000.0       7.59765625      0.240729451    
 -0.117455482      -1.94072436E-05  0.298598051       2.09967722E-03   15480.2998       482.352142      -1.22100830       7.61209801E-02  -4.90905762      -1.92870181E-02   185559.656       129.306076    
   572199.812      -1.54975939       935.799133       1.62789083       3800.25952       2.93740606       44390.4688      -1.51999795       27340372.0      -1.54979205       198.936172       1.65608621    
   8407391.00       50807.2695      -1470.45422      -94.1838379      -8.74023438E-02   3.80290747E-02  -29890.4648       3245.80664       160259216.       2422232.00     -0.114364624       1.15303909E-02
   1283.63879       93.7175674       8407383.00       50807.2891      -7.32420292E-03   1.00530277E-03  -160259056.      -2422227.50      -23033.7734       3233.42651      0.137548208       1.20752098E-04
  0.318971634      -2.34012515E-03  -1.56216598      -1.02006933E-02   254252.812       3832.34058      -52.4781036     -0.195064574      -9.44824219      -1.16388146E-02   16457.7559       983.986572    
  -412663.406      -9139.99805      -160281120.      -2423320.50     -0.976564527      -8.40221271E-02   1.26284431E+10   115631008.      -11211008.0      -376929.750       8.61889648       6.95945844E-02
   160281424.       2423321.25      -404439.531      -9126.46094       4.11914062       1.35275483       11492534.0       375789.781       1.26284360E+10   115631080.       6.66796875      0.877929568    
  -6.26420975E-02   6.14787277E-04  0.351919889       1.96603592E-03   14948.9414       1076.47290      -3.78259277       7.20887259E-03  -4.00585938      -2.25583767E-03   185469.672       272.492279    
   548777.375      -1.52912605       1387.79041       1.67973936       2302.06812       2.17503357       79150.3672      -1.46958041       31013792.0      -1.52918041       719.281677      0.817851186    
   8390253.00       84005.1328      -1622.93176      -239.788605     -0.139648438       1.78497154E-02  -15913.5352       11619.5586       160042688.       4732978.50     -0.128486633       1.07029267E-02
   1437.61621       239.569580       8390254.00       84005.0859       5.56640476E-02   1.78605560E-02  -160042480.      -4732976.50      -9032.24121       11612.6416       8.44700336E-02   5.76997502E-03
  0.301863670      -5.47492993E-04  -1.48854947       7.73255900E-03   250661.047       5116.82861      -46.8095245      -9.60993618E-02  -11.6696167      0.320304602       15673.1865       1416.55981    
  -424349.438      -21309.6621      -160064912.      -4734350.50      -1.58203161     -0.772101223       1.26713078E+10   267187920.      -12297748.0      -1094930.88       8.10354614     -0.271688730    
   160065040.       4734351.00      -416115.312      -21302.6602      0.455078721      0.293014646       12578059.0       1094213.00       1.26713037E+10   267187920.       4.93261719       5.20604737E-02
   1.65424347E-02   8.64577480E-04  0.377047777      -2.47568311E-03   14110.6729       1539.93677      -1.93972778      -6.98745698E-02   1.99133301       7.13362172E-02   185366.219       429.931793    
   514429.625      -1.49768257       1904.20654       1.75412869       3361.09448       1.45861888       121579.312      -1.39630365       32518480.0      -1.49781966       1490.69531      0.788769722    
   8368577.00       119893.945      -1749.17151      -502.980286     -0.137634262       2.11462025E-02  -2969.32324       29179.7715       159090240.       7545054.50      -2.23388672E-02   4.50691627E-03
   1560.72595       502.876129       8368584.00       119894.070       1.02539277E-02   2.08566654E-02  -159090000.      -7545056.00       3883.84644       29175.6523      0.308406115       3.65197519E-03
  0.303432465       4.42665908E-03  -1.48771751       1.88383355E-03   247959.734       5138.20654      -50.5994034      0.147237211      -9.71182251      0.135244295       14968.2373       1627.44775    
  -434463.094      -42799.3477      -159113312.      -7547303.50      -2.19140220      -1.32611513       1.26488166E+10   475867040.      -13326684.0      -2539192.75     -0.775787354     -0.805034935    
   159113264.       7547301.00      -426207.312      -42800.0000       2.00195217      0.593700886       13607315.0       2539140.00       1.26488136E+10   475866464.       5.36230469      0.188163936    
  -2.47058868E-02  -1.45640911E-03  0.282929897       7.94195803E-04   13354.1475       1769.53223       1.37796021      0.147443384      -2.24633789       1.87551323E-02   185214.500       565.322021    
   481063.969      -1.45237780       2503.46924       1.85575366       4932.01123       1.26420712       171855.438      -1.29574907       32740848.0      -1.45263374       2399.97534      0.837945998    
   8344439.50       158242.391      -1819.72766      -932.398499     -0.130676240       2.41011917E-03   6254.53613       60174.2461       157639664.       10716731.0       3.06777954E-02  -1.89335784E-03
   1632.48499       932.366455       8344440.00       158242.438       6.33544922E-02   5.32626733E-02  -157639536.      -10716733.0       13118.5146       60175.2188      0.406837463       1.83172822E-02
  0.302705884      -2.96484563E-03  -1.52526093      -5.30225108E-04   246518.938       4311.48779      -44.2825089      0.486954659      -10.8669739      -7.96602741E-02   14447.6113       1639.08142    
  -440682.000      -77855.3281      -157663456.      -10720894.0     -0.746092618      -3.99444556       1.25723146E+10   727214912.      -14101110.0      -5073216.50       4.38717651      -1.67097747    
   157663648.       10720904.0      -432432.625      -77854.8281       1.86328173       8.44377503E-02   14383708.0       5073145.00       1.25723023E+10   727215296.       2.73828125       1.60842016E-02
  -3.17430496E-02   1.73925725E-03  0.421805143       3.24173854E-03   12791.1875       1784.41077      -2.59606934     -0.349804223      -1.62139893      0.123728812       185076.141       662.047974    
   450250.094      -1.39015567       3176.73950       1.98956311       5959.19385       1.21848691       228953.453      -1.16299570       32229970.0      -1.39051521       3403.71240      0.901895165    
   8317251.00       198569.156      -1752.31262      -1566.63306     -0.109924302       3.00047011E-03   5137.62695       108214.344       155749808.       14149737.0     -0.138328552      -6.42465660E-04
   1566.27466       1566.57690       8317256.00       198569.062       5.22460788E-02   2.56410744E-02  -155749760.      -14149742.0       12003.6055       108211.320      0.175425053       1.47085451E-02
