Nb de frequency :    35
 0.0628
  0.836512E+07 -0.116897E+04 -0.499878E-01 -0.525889E+05  0.156359E+09 -0.135185E+00
  0.982639E+03  0.836511E+07  0.417480E-01 -0.156359E+09 -0.457836E+05  0.302026E+00
  0.333282E+00 -0.153881E+01  0.253811E+06 -0.464019E+02 -0.887512E+01  0.160977E+05
 -0.385267E+06 -0.156380E+09  0.241797E+01  0.123329E+11 -0.916212E+07  0.686638E+01
  0.156380E+09 -0.377004E+06  0.513281E+01  0.944205E+07  0.123329E+11  0.307617E+01
 -0.426435E-01  0.292667E+00  0.146112E+05 -0.561818E+01  0.818115E+00  0.185336E+06
 0.1810
  0.837671E+07 -0.120055E+04 -0.330811E-01 -0.508461E+05  0.156900E+09 -0.601959E-02
  0.101375E+04  0.837671E+07  0.817871E-01 -0.156900E+09 -0.440091E+05  0.257284E+00
  0.335079E+00 -0.143652E+01  0.253700E+06 -0.460758E+02 -0.109385E+02  0.162436E+05
 -0.388328E+06 -0.156921E+09  0.101172E+01  0.123618E+11 -0.933221E+07  0.291147E+01
  0.156921E+09 -0.380058E+06  0.403320E+01  0.961231E+07  0.123618E+11  0.604639E+01
 -0.919781E-01  0.402708E+00  0.147834E+05 -0.803311E+01 -0.339062E+01  0.185415E+06
 0.2992
  0.839892E+07 -0.127687E+04 -0.117188E-01 -0.466278E+05  0.158107E+09 -0.623779E-01
  0.108960E+04  0.839892E+07  0.832520E-01 -0.158107E+09 -0.398104E+05  0.254020E+00
  0.347965E+00 -0.147678E+01  0.255517E+06 -0.517832E+02 -0.115750E+02  0.167493E+05
 -0.395099E+06 -0.158129E+09  0.285547E+01  0.124291E+11 -0.972596E+07  0.160614E+02
  0.158129E+09 -0.386778E+06  0.654102E+01  0.100036E+08  0.124291E+11  0.600684E+01
 -0.394535E-01  0.440242E+00  0.152975E+05 -0.180203E+01  0.689697E+00  0.185511E+06
 0.4174
  0.841311E+07 -0.139678E+04 -0.711670E-01 -0.385372E+05  0.159541E+09 -0.820999E-01
  0.121142E+04  0.841312E+07  0.952150E-02 -0.159541E+09 -0.317115E+05  0.196317E+00
  0.267012E+00 -0.157734E+01  0.256695E+06 -0.528658E+02 -0.917371E+01  0.169569E+05
 -0.404768E+06 -0.159562E+09 -0.521484E+01  0.125335E+11 -0.103923E+08  0.474838E+01
  0.159562E+09 -0.396502E+06  0.617969E+01  0.106715E+08  0.125335E+11  0.759766E+01
 -0.117455E+00  0.298598E+00  0.154803E+05 -0.122101E+01 -0.490906E+01  0.185560E+06
 0.5356
  0.840739E+07 -0.147045E+04 -0.874023E-01 -0.298905E+05  0.160259E+09 -0.114365E+00
  0.128364E+04  0.840738E+07 -0.732420E-02 -0.160259E+09 -0.230338E+05  0.137548E+00
  0.318972E+00 -0.156217E+01  0.254253E+06 -0.524781E+02 -0.944824E+01  0.164578E+05
 -0.412663E+06 -0.160281E+09 -0.976565E+00  0.126284E+11 -0.112110E+08  0.861890E+01
  0.160281E+09 -0.404440E+06  0.411914E+01  0.114925E+08  0.126284E+11  0.666797E+01
 -0.626421E-01  0.351920E+00  0.149489E+05 -0.378259E+01 -0.400586E+01  0.185470E+06
 0.6539
  0.839025E+07 -0.162293E+04 -0.139648E+00 -0.159135E+05  0.160043E+09 -0.128487E+00
  0.143762E+04  0.839025E+07  0.556640E-01 -0.160042E+09 -0.903224E+04  0.844700E-01
  0.301864E+00 -0.148855E+01  0.250661E+06 -0.468095E+02 -0.116696E+02  0.156732E+05
 -0.424349E+06 -0.160065E+09 -0.158203E+01  0.126713E+11 -0.122977E+08  0.810355E+01
  0.160065E+09 -0.416115E+06  0.455079E+00  0.125781E+08  0.126713E+11  0.493262E+01
  0.165424E-01  0.377048E+00  0.141107E+05 -0.193973E+01  0.199133E+01  0.185366E+06
 0.7721
  0.836858E+07 -0.174917E+04 -0.137634E+00 -0.296932E+04  0.159090E+09 -0.223389E-01
  0.156073E+04  0.836858E+07  0.102539E-01 -0.159090E+09  0.388385E+04  0.308406E+00
  0.303432E+00 -0.148772E+01  0.247960E+06 -0.505994E+02 -0.971182E+01  0.149682E+05
 -0.434463E+06 -0.159113E+09 -0.219140E+01  0.126488E+11 -0.133267E+08 -0.775787E+00
  0.159113E+09 -0.426207E+06  0.200195E+01  0.136073E+08  0.126488E+11  0.536230E+01
 -0.247059E-01  0.282930E+00  0.133541E+05  0.137796E+01 -0.224634E+01  0.185214E+06
 0.8903
  0.834444E+07 -0.181973E+04 -0.130676E+00  0.625454E+04  0.157640E+09  0.306778E-01
  0.163248E+04  0.834444E+07  0.633545E-01 -0.157640E+09  0.131185E+05  0.406837E+00
  0.302706E+00 -0.152526E+01  0.246519E+06 -0.442825E+02 -0.108670E+02  0.144476E+05
 -0.440682E+06 -0.157663E+09 -0.746093E+00  0.125723E+11 -0.141011E+08  0.438718E+01
  0.157664E+09 -0.432433E+06  0.186328E+01  0.143837E+08  0.125723E+11  0.273828E+01
 -0.317430E-01  0.421805E+00  0.127912E+05 -0.259607E+01 -0.162140E+01  0.185076E+06
 1.0085
  0.831725E+07 -0.175231E+04 -0.109924E+00  0.513763E+04  0.155750E+09 -0.138329E+00
  0.156627E+04  0.831726E+07  0.522461E-01 -0.155750E+09  0.120036E+05  0.175425E+00
  0.281069E+00 -0.151848E+01  0.246095E+06 -0.499465E+02 -0.102031E+02  0.141200E+05
 -0.436320E+06 -0.155774E+09 -0.808592E+00  0.124483E+11 -0.140829E+08  0.284995E+01
  0.155774E+09 -0.428074E+06  0.274023E+01  0.143639E+08  0.124482E+11  0.961621E+01
 -0.385513E-01  0.354625E+00  0.124330E+05 -0.308113E+01 -0.371082E+01  0.184976E+06
 1.1267
  0.828608E+07 -0.145547E+04 -0.186829E+00 -0.142841E+05  0.153402E+09 -0.115776E+00
  0.126794E+04  0.828609E+07  0.164795E-01 -0.153402E+09 -0.744266E+04  0.676789E-01
  0.291449E+00 -0.149227E+01  0.246300E+06 -0.496326E+02 -0.120157E+02  0.139542E+05
 -0.413225E+06 -0.153425E+09  0.187501E+00  0.122773E+11 -0.125894E+08  0.833704E+01
  0.153425E+09 -0.404973E+06  0.117189E-01  0.128692E+08  0.122772E+11  0.333203E+01
  0.366669E-01  0.359362E+00  0.122493E+05 -0.396667E+01  0.209875E+01  0.184894E+06
 1.2449
  0.825064E+07 -0.860152E+03 -0.152832E+00 -0.581010E+05  0.150605E+09 -0.188034E+00
  0.675235E+03  0.825064E+07  0.529785E-01 -0.150605E+09 -0.512568E+05  0.186789E+00
  0.317413E+00 -0.153055E+01  0.246772E+06 -0.449313E+02 -0.111028E+02  0.139100E+05
 -0.365254E+06 -0.150625E+09  0.163281E+01  0.120612E+11 -0.906402E+07  0.602594E+01
  0.150625E+09 -0.357001E+06  0.135742E+01  0.934484E+07  0.120612E+11  0.350000E+01
 -0.515747E-02  0.260140E+00  0.121968E+05 -0.196321E+01 -0.178833E-01  0.184816E+06
 1.3631
  0.821256E+07 -0.373006E+02 -0.877075E-01 -0.121660E+06  0.147512E+09 -0.657043E-01
 -0.150255E+03  0.821256E+07  0.465088E-01 -0.147512E+09 -0.114791E+06  0.370368E+00
  0.284860E+00 -0.149295E+01  0.247273E+06 -0.507247E+02 -0.104578E+02  0.139430E+05
 -0.297339E+06 -0.147526E+09 -0.343748E+00  0.118137E+11 -0.382261E+07  0.130252E+01
  0.147526E+09 -0.289074E+06  0.297070E+01  0.410525E+07  0.118137E+11  0.697119E+01
 -0.100718E+00  0.290116E+00  0.122248E+05 -0.289655E+01 -0.979065E+00  0.184730E+06
 1.4813
  0.817587E+07  0.801334E+03 -0.112915E+00 -0.188342E+06  0.144467E+09 -0.465851E-01
 -0.987674E+03  0.817587E+07  0.601807E-01 -0.144466E+09 -0.181508E+06  0.188984E+00
  0.326183E+00 -0.152140E+01  0.247698E+06 -0.477249E+02 -0.105029E+02  0.140152E+05
 -0.226609E+06 -0.144475E+09  0.250000E+01  0.115640E+11  0.179410E+07  0.704520E+01
  0.144475E+09 -0.218330E+06  0.255273E+01 -0.151271E+07  0.115640E+11  0.381592E+01
 -0.520706E-01  0.267316E+00  0.123019E+05 -0.276665E+01 -0.446411E+00  0.184682E+06
 1.5996
  0.814474E+07  0.141663E+04 -0.131958E+00 -0.238558E+06  0.141831E+09 -0.115669E+00
 -0.160312E+04  0.814473E+07  0.110718E+00 -0.141831E+09 -0.231699E+06  0.299992E+00
  0.271427E+00 -0.157113E+01  0.248027E+06 -0.490127E+02 -0.830396E+01  0.141038E+05
 -0.173174E+06 -0.141835E+09 -0.101562E+00  0.113437E+11  0.614421E+07  0.121490E+02
  0.141835E+09 -0.164919E+06  0.198242E+01 -0.586176E+07  0.113437E+11  0.497998E+01
  0.210981E-01  0.320646E+00  0.123964E+05 -0.257982E+01  0.143304E+01  0.184614E+06
 1.7178
  0.812170E+07  0.169203E+04 -0.125122E+00 -0.262018E+06  0.139838E+09  0.915070E-01
 -0.187849E+04  0.812170E+07  0.113037E+00 -0.139838E+09 -0.255195E+06  0.272337E+00
  0.314453E+00 -0.155991E+01  0.248266E+06 -0.474802E+02 -0.103850E+02  0.141949E+05
 -0.147677E+06 -0.139839E+09 -0.287500E+01  0.111737E+11  0.830117E+07  0.803693E+01
